dataset,datasetId,siteName,siteId,siteVisitName,siteVisitId,observationId,featureId,featureType,featureTypeId,parameter,parameterId,result,resultId,resultUnit,resultUnitId,method,methodId,resultTime,instrumentId,instrumentType,instrumentTypeId
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAMGD0009,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0009,20130422,http://linked.data.gov.au/dataset/ausplots/sv-53494,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-53494,http://linked.data.gov.au/dataset/ausplots/climate_id-qdamgd0009,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2013-04-22T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0028,http://linked.data.gov.au/dataset/ausplots/site-ntafin0028,20120922,http://linked.data.gov.au/dataset/ausplots/sv-53746,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-53746,http://linked.data.gov.au/dataset/ausplots/climate_id-ntafin0028,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2012-09-22T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDACYP0018,http://linked.data.gov.au/dataset/ausplots/site-qdacyp0018,20180708,http://linked.data.gov.au/dataset/ausplots/sv-58603,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-58603,http://linked.data.gov.au/dataset/ausplots/climate_id-qdacyp0018,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2018-07-08T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAGFU0011,http://linked.data.gov.au/dataset/ausplots/site-ntagfu0011,20120510,http://linked.data.gov.au/dataset/ausplots/sv-53658,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-53658,http://linked.data.gov.au/dataset/ausplots/climate_id-ntagfu0011,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2012-05-10T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAANOK0007,http://linked.data.gov.au/dataset/ausplots/site-waanok0007,20190701,http://linked.data.gov.au/dataset/ausplots/sv-58762,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-58762,http://linked.data.gov.au/dataset/ausplots/climate_id-waanok0007,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2019-07-01T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NSAMDD0023,http://linked.data.gov.au/dataset/ausplots/site-nsamdd0023,20140810,http://linked.data.gov.au/dataset/ausplots/sv-57083,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-57083,http://linked.data.gov.au/dataset/ausplots/climate_id-nsamdd0023,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2014-08-10T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTADMR0002,http://linked.data.gov.au/dataset/ausplots/site-ntadmr0002,20200804,http://linked.data.gov.au/dataset/ausplots/sv-58869,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-58869,http://linked.data.gov.au/dataset/ausplots/climate_id-ntadmr0002,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2020-08-04T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDACYP0010,http://linked.data.gov.au/dataset/ausplots/site-qdacyp0010,20180614,http://linked.data.gov.au/dataset/ausplots/sv-58595,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-58595,http://linked.data.gov.au/dataset/ausplots/climate_id-qdacyp0010,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2018-06-14T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAGFU0013,http://linked.data.gov.au/dataset/ausplots/site-ntagfu0013,20120512,http://linked.data.gov.au/dataset/ausplots/sv-53660,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-53660,http://linked.data.gov.au/dataset/ausplots/climate_id-ntagfu0013,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2012-05-12T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAACOO0022,http://linked.data.gov.au/dataset/ausplots/site-waacoo0022,20131101,http://linked.data.gov.au/dataset/ausplots/sv-53453,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-53453,http://linked.data.gov.au/dataset/ausplots/climate_id-waacoo0022,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2013-11-01T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAAEYB0032,http://linked.data.gov.au/dataset/ausplots/site-saaeyb0032,20210304,http://linked.data.gov.au/dataset/ausplots/sv-58899,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-58899,http://linked.data.gov.au/dataset/ausplots/climate_id-saaeyb0032,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2021-03-04T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAAKAN0007,http://linked.data.gov.au/dataset/ausplots/site-saakan0007,20181025,http://linked.data.gov.au/dataset/ausplots/sv-58632,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-58632,http://linked.data.gov.au/dataset/ausplots/climate_id-saakan0007,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2018-10-25T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDASSD0015,http://linked.data.gov.au/dataset/ausplots/site-qdassd0015,20180624,http://linked.data.gov.au/dataset/ausplots/sv-58694,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-58694,http://linked.data.gov.au/dataset/ausplots/climate_id-qdassd0015,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2018-06-24T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATEYB0001,http://linked.data.gov.au/dataset/ausplots/site-sateyb0001,20180925,http://linked.data.gov.au/dataset/ausplots/sv-58665,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-58665,http://linked.data.gov.au/dataset/ausplots/climate_id-sateyb0001,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2018-09-25T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATSTP0004,http://linked.data.gov.au/dataset/ausplots/site-satstp0004,20180803,http://linked.data.gov.au/dataset/ausplots/sv-58642,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-58642,http://linked.data.gov.au/dataset/ausplots/climate_id-satstp0004,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2018-08-03T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAGES0004,http://linked.data.gov.au/dataset/ausplots/site-waages0004,20190802,http://linked.data.gov.au/dataset/ausplots/sv-58804,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-58804,http://linked.data.gov.au/dataset/ausplots/climate_id-waages0004,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2019-08-02T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAMUL0001,http://linked.data.gov.au/dataset/ausplots/site-qdamul0001,20130426,http://linked.data.gov.au/dataset/ausplots/sv-53594,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-53594,http://linked.data.gov.au/dataset/ausplots/climate_id-qdamul0001,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2013-04-26T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAABHC0002,http://linked.data.gov.au/dataset/ausplots/site-saabhc0002,20180420,http://linked.data.gov.au/dataset/ausplots/sv-58563,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-58563,http://linked.data.gov.au/dataset/ausplots/climate_id-saabhc0002,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2018-04-20T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NSAMDD0028,http://linked.data.gov.au/dataset/ausplots/site-nsamdd0028,20140813,http://linked.data.gov.au/dataset/ausplots/sv-56988,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-56988,http://linked.data.gov.au/dataset/ausplots/climate_id-nsamdd0028,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2014-08-13T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAARP0001,http://linked.data.gov.au/dataset/ausplots/site-ntaarp0001,20160602,http://linked.data.gov.au/dataset/ausplots/sv-58422,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-58422,http://linked.data.gov.au/dataset/ausplots/climate_id-ntaarp0001,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2016-06-02T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NSAMDD0018,http://linked.data.gov.au/dataset/ausplots/site-nsamdd0018,20140806,http://linked.data.gov.au/dataset/ausplots/sv-56976,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-56976,http://linked.data.gov.au/dataset/ausplots/climate_id-nsamdd0018,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2014-08-06T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAANUL0002,http://linked.data.gov.au/dataset/ausplots/site-saanul0002,20140911,http://linked.data.gov.au/dataset/ausplots/sv-56949,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-56949,http://linked.data.gov.au/dataset/ausplots/climate_id-saanul0002,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2014-09-11T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SASMDD0009,http://linked.data.gov.au/dataset/ausplots/site-sasmdd0009,20120306,http://linked.data.gov.au/dataset/ausplots/sv-57063,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-57063,http://linked.data.gov.au/dataset/ausplots/climate_id-sasmdd0009,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2012-03-06T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTABRT0008,http://linked.data.gov.au/dataset/ausplots/site-ntabrt0008,20200809,http://linked.data.gov.au/dataset/ausplots/sv-58866,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-58866,http://linked.data.gov.au/dataset/ausplots/climate_id-ntabrt0008,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2020-08-09T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAAGVD0002,http://linked.data.gov.au/dataset/ausplots/site-saagvd0002,20140903,http://linked.data.gov.au/dataset/ausplots/sv-56926,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-56926,http://linked.data.gov.au/dataset/ausplots/climate_id-saagvd0002,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2014-09-03T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0022,http://linked.data.gov.au/dataset/ausplots/site-satflb0022,20180809,http://linked.data.gov.au/dataset/ausplots/sv-58649,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-58649,http://linked.data.gov.au/dataset/ausplots/climate_id-satflb0022,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2018-08-09T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAGUP0031,http://linked.data.gov.au/dataset/ausplots/site-qdagup0031,20130924,http://linked.data.gov.au/dataset/ausplots/sv-53490,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-53490,http://linked.data.gov.au/dataset/ausplots/climate_id-qdagup0031,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2013-09-24T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAMGD0012,http://linked.data.gov.au/dataset/ausplots/site-qdamgd0012,20130426,http://linked.data.gov.au/dataset/ausplots/sv-53496,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-53496,http://linked.data.gov.au/dataset/ausplots/climate_id-qdamgd0012,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2013-04-26T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAMAC0002,http://linked.data.gov.au/dataset/ausplots/site-ntamac0002,20141007,http://linked.data.gov.au/dataset/ausplots/sv-53575,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-53575,http://linked.data.gov.au/dataset/ausplots/climate_id-ntamac0002,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2014-10-07T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,TCATCH0005,http://linked.data.gov.au/dataset/ausplots/site-tcatch0005,20200206,http://linked.data.gov.au/dataset/ausplots/sv-58824,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-58824,http://linked.data.gov.au/dataset/ausplots/climate_id-tcatch0005,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2020-02-06T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAGUP0030,http://linked.data.gov.au/dataset/ausplots/site-qdagup0030,20130925,http://linked.data.gov.au/dataset/ausplots/sv-53489,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-53489,http://linked.data.gov.au/dataset/ausplots/climate_id-qdagup0030,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2013-09-25T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDAGUP0024,http://linked.data.gov.au/dataset/ausplots/site-qdagup0024,20130717,http://linked.data.gov.au/dataset/ausplots/sv-53485,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-53485,http://linked.data.gov.au/dataset/ausplots/climate_id-qdagup0024,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2013-07-17T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAACEK0002,http://linked.data.gov.au/dataset/ausplots/site-waacek0002,20160610,http://linked.data.gov.au/dataset/ausplots/sv-58506,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-58506,http://linked.data.gov.au/dataset/ausplots/climate_id-waacek0002,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2016-06-10T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAGES0001,http://linked.data.gov.au/dataset/ausplots/site-waages0001,20190801,http://linked.data.gov.au/dataset/ausplots/sv-58802,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-58802,http://linked.data.gov.au/dataset/ausplots/climate_id-waages0001,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2019-08-01T00:00:00Z,N/A,N/A,N/A
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NSAMDD0019,http://linked.data.gov.au/dataset/ausplots/site-nsamdd0019,20140807,http://linked.data.gov.au/dataset/ausplots/sv-57081,http://linked.data.gov.au/dataset/ausplots/site_location_visit-obs-climatic_condition-57081,http://linked.data.gov.au/dataset/ausplots/climate_id-nsamdd0019,climate,http://linked.data.gov.au/def/tern-cv/6d40d71e-58cd-4f75-8304-40c01fe5f74c,climatic condition,http://linked.data.gov.au/def/tern-cv/c5ca86b0-c503-4590-87fb-0bc8ff9f1632,DRY,N/A,N/A,N/A,Plot and Physical Descriptions,http://linked.data.gov.au/def/ausplots-cv/4c0dabaf-1771-465f-890f-be23337c530e,2014-08-07T00:00:00Z,N/A,N/A,N/A
