attributeId,featureId,attributeName,attributeConceptId,value,valueId,valueUnit,valueUnitId
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_min-65474,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53583-soil_bulk_id-65474,soil depth min,http://linked.data.gov.au/def/tern-cv/376efe60-0550-42b4-b90b-110015806dc7,0.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_max-65474,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53583-soil_bulk_id-65474,soil depth max,http://linked.data.gov.au/def/tern-cv/263d7143-e88d-4105-83e7-00d75035a2b3,0.1,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_max-64842,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53485-soil_bulk_id-64842,soil depth max,http://linked.data.gov.au/def/tern-cv/263d7143-e88d-4105-83e7-00d75035a2b3,0.2,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_min-64842,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53485-soil_bulk_id-64842,soil depth min,http://linked.data.gov.au/def/tern-cv/376efe60-0550-42b4-b90b-110015806dc7,0.1,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_max-65525,http://linked.data.gov.au/dataset/ausplots/site_visit_id-56935-soil_bulk_id-65525,soil depth max,http://linked.data.gov.au/def/tern-cv/263d7143-e88d-4105-83e7-00d75035a2b3,0.1,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_min-65525,http://linked.data.gov.au/dataset/ausplots/site_visit_id-56935-soil_bulk_id-65525,soil depth min,http://linked.data.gov.au/def/tern-cv/376efe60-0550-42b4-b90b-110015806dc7,0.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_min-68301,http://linked.data.gov.au/dataset/ausplots/site_visit_id-58711-soil_bulk_id-68301,soil depth min,http://linked.data.gov.au/def/tern-cv/376efe60-0550-42b4-b90b-110015806dc7,0.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_max-68301,http://linked.data.gov.au/dataset/ausplots/site_visit_id-58711-soil_bulk_id-68301,soil depth max,http://linked.data.gov.au/def/tern-cv/263d7143-e88d-4105-83e7-00d75035a2b3,0.1,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_max-68628,http://linked.data.gov.au/dataset/ausplots/site_visit_id-58842-soil_bulk_id-68628,soil depth max,http://linked.data.gov.au/def/tern-cv/263d7143-e88d-4105-83e7-00d75035a2b3,0.1,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_min-68628,http://linked.data.gov.au/dataset/ausplots/site_visit_id-58842-soil_bulk_id-68628,soil depth min,http://linked.data.gov.au/def/tern-cv/376efe60-0550-42b4-b90b-110015806dc7,0.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-ring_weight-68628,http://linked.data.gov.au/dataset/ausplots/site_visit_id-58842-soil_bulk_id-68628,soil ring weight,http://linked.data.gov.au/def/tern-cv/8afbe0ce-7f7c-4a2f-bdfe-e78fe8b2dd72,144.1,N/A,Gram,http://qudt.org/vocab/unit/GM
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-ring_volume-68628,http://linked.data.gov.au/dataset/ausplots/site_visit_id-58842-soil_bulk_id-68628,soil ring volume,http://linked.data.gov.au/def/tern-cv/039f87e5-ffd9-4676-b126-c74844d2e095,209.35,N/A,cubic centimetre,http://qudt.org/vocab/unit/CentiM3
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-ring_volume-65143,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53621-soil_bulk_id-65143,soil ring volume,http://linked.data.gov.au/def/tern-cv/039f87e5-ffd9-4676-b126-c74844d2e095,209.35,N/A,cubic centimetre,http://qudt.org/vocab/unit/CentiM3
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_max-65143,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53621-soil_bulk_id-65143,soil depth max,http://linked.data.gov.au/def/tern-cv/263d7143-e88d-4105-83e7-00d75035a2b3,0.3,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_min-65143,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53621-soil_bulk_id-65143,soil depth min,http://linked.data.gov.au/def/tern-cv/376efe60-0550-42b4-b90b-110015806dc7,0.2,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-ring_weight-65143,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53621-soil_bulk_id-65143,soil ring weight,http://linked.data.gov.au/def/tern-cv/8afbe0ce-7f7c-4a2f-bdfe-e78fe8b2dd72,160.34,N/A,Gram,http://qudt.org/vocab/unit/GM
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_max-65215,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53662-soil_bulk_id-65215,soil depth max,http://linked.data.gov.au/def/tern-cv/263d7143-e88d-4105-83e7-00d75035a2b3,0.2,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-ring_weight-65215,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53662-soil_bulk_id-65215,soil ring weight,http://linked.data.gov.au/def/tern-cv/8afbe0ce-7f7c-4a2f-bdfe-e78fe8b2dd72,163.22,N/A,Gram,http://qudt.org/vocab/unit/GM
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-ring_volume-65215,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53662-soil_bulk_id-65215,soil ring volume,http://linked.data.gov.au/def/tern-cv/039f87e5-ffd9-4676-b126-c74844d2e095,209.35,N/A,cubic centimetre,http://qudt.org/vocab/unit/CentiM3
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_min-65215,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53662-soil_bulk_id-65215,soil depth min,http://linked.data.gov.au/def/tern-cv/376efe60-0550-42b4-b90b-110015806dc7,0.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_min-64925,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53504-soil_bulk_id-64925,soil depth min,http://linked.data.gov.au/def/tern-cv/376efe60-0550-42b4-b90b-110015806dc7,0.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_max-64925,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53504-soil_bulk_id-64925,soil depth max,http://linked.data.gov.au/def/tern-cv/263d7143-e88d-4105-83e7-00d75035a2b3,0.1,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-ring_volume-65264,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53697-soil_bulk_id-65264,soil ring volume,http://linked.data.gov.au/def/tern-cv/039f87e5-ffd9-4676-b126-c74844d2e095,209.35,N/A,cubic centimetre,http://qudt.org/vocab/unit/CentiM3
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_max-65264,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53697-soil_bulk_id-65264,soil depth max,http://linked.data.gov.au/def/tern-cv/263d7143-e88d-4105-83e7-00d75035a2b3,0.3,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_min-65264,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53697-soil_bulk_id-65264,soil depth min,http://linked.data.gov.au/def/tern-cv/376efe60-0550-42b4-b90b-110015806dc7,0.2,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-ring_weight-65264,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53697-soil_bulk_id-65264,soil ring weight,http://linked.data.gov.au/def/tern-cv/8afbe0ce-7f7c-4a2f-bdfe-e78fe8b2dd72,154.83,N/A,Gram,http://qudt.org/vocab/unit/GM
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_min-65144,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53621-soil_bulk_id-65144,soil depth min,http://linked.data.gov.au/def/tern-cv/376efe60-0550-42b4-b90b-110015806dc7,0.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-ring_volume-65144,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53621-soil_bulk_id-65144,soil ring volume,http://linked.data.gov.au/def/tern-cv/039f87e5-ffd9-4676-b126-c74844d2e095,209.35,N/A,cubic centimetre,http://qudt.org/vocab/unit/CentiM3
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-ring_weight-65144,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53621-soil_bulk_id-65144,soil ring weight,http://linked.data.gov.au/def/tern-cv/8afbe0ce-7f7c-4a2f-bdfe-e78fe8b2dd72,151.31,N/A,Gram,http://qudt.org/vocab/unit/GM
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_max-65144,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53621-soil_bulk_id-65144,soil depth max,http://linked.data.gov.au/def/tern-cv/263d7143-e88d-4105-83e7-00d75035a2b3,0.2,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-ring_volume-65259,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53696-soil_bulk_id-65259,soil ring volume,http://linked.data.gov.au/def/tern-cv/039f87e5-ffd9-4676-b126-c74844d2e095,209.35,N/A,cubic centimetre,http://qudt.org/vocab/unit/CentiM3
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_min-65259,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53696-soil_bulk_id-65259,soil depth min,http://linked.data.gov.au/def/tern-cv/376efe60-0550-42b4-b90b-110015806dc7,0.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_max-65259,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53696-soil_bulk_id-65259,soil depth max,http://linked.data.gov.au/def/tern-cv/263d7143-e88d-4105-83e7-00d75035a2b3,0.1,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-ring_weight-65259,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53696-soil_bulk_id-65259,soil ring weight,http://linked.data.gov.au/def/tern-cv/8afbe0ce-7f7c-4a2f-bdfe-e78fe8b2dd72,162.94,N/A,Gram,http://qudt.org/vocab/unit/GM
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_max-65249,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53692-soil_bulk_id-65249,soil depth max,http://linked.data.gov.au/def/tern-cv/263d7143-e88d-4105-83e7-00d75035a2b3,0.3,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-ring_weight-65249,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53692-soil_bulk_id-65249,soil ring weight,http://linked.data.gov.au/def/tern-cv/8afbe0ce-7f7c-4a2f-bdfe-e78fe8b2dd72,162.92,N/A,Gram,http://qudt.org/vocab/unit/GM
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_min-65249,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53692-soil_bulk_id-65249,soil depth min,http://linked.data.gov.au/def/tern-cv/376efe60-0550-42b4-b90b-110015806dc7,0.2,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-ring_volume-65249,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53692-soil_bulk_id-65249,soil ring volume,http://linked.data.gov.au/def/tern-cv/039f87e5-ffd9-4676-b126-c74844d2e095,209.35,N/A,cubic centimetre,http://qudt.org/vocab/unit/CentiM3
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_min-65219,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53664-soil_bulk_id-65219,soil depth min,http://linked.data.gov.au/def/tern-cv/376efe60-0550-42b4-b90b-110015806dc7,0.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_max-65219,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53664-soil_bulk_id-65219,soil depth max,http://linked.data.gov.au/def/tern-cv/263d7143-e88d-4105-83e7-00d75035a2b3,0.2,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-ring_volume-65219,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53664-soil_bulk_id-65219,soil ring volume,http://linked.data.gov.au/def/tern-cv/039f87e5-ffd9-4676-b126-c74844d2e095,209.35,N/A,cubic centimetre,http://qudt.org/vocab/unit/CentiM3
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-ring_weight-65219,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53664-soil_bulk_id-65219,soil ring weight,http://linked.data.gov.au/def/tern-cv/8afbe0ce-7f7c-4a2f-bdfe-e78fe8b2dd72,151.74,N/A,Gram,http://qudt.org/vocab/unit/GM
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-ring_volume-65211,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53660-soil_bulk_id-65211,soil ring volume,http://linked.data.gov.au/def/tern-cv/039f87e5-ffd9-4676-b126-c74844d2e095,209.35,N/A,cubic centimetre,http://qudt.org/vocab/unit/CentiM3
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_min-65211,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53660-soil_bulk_id-65211,soil depth min,http://linked.data.gov.au/def/tern-cv/376efe60-0550-42b4-b90b-110015806dc7,0.2,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-ring_weight-65211,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53660-soil_bulk_id-65211,soil ring weight,http://linked.data.gov.au/def/tern-cv/8afbe0ce-7f7c-4a2f-bdfe-e78fe8b2dd72,152.07,N/A,Gram,http://qudt.org/vocab/unit/GM
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_max-65211,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53660-soil_bulk_id-65211,soil depth max,http://linked.data.gov.au/def/tern-cv/263d7143-e88d-4105-83e7-00d75035a2b3,0.3,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_max-64873,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53493-soil_bulk_id-64873,soil depth max,http://linked.data.gov.au/def/tern-cv/263d7143-e88d-4105-83e7-00d75035a2b3,0.3,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_min-64873,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53493-soil_bulk_id-64873,soil depth min,http://linked.data.gov.au/def/tern-cv/376efe60-0550-42b4-b90b-110015806dc7,0.2,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_max-65078,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53594-soil_bulk_id-65078,soil depth max,http://linked.data.gov.au/def/tern-cv/263d7143-e88d-4105-83e7-00d75035a2b3,0.1,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_min-65078,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53594-soil_bulk_id-65078,soil depth min,http://linked.data.gov.au/def/tern-cv/376efe60-0550-42b4-b90b-110015806dc7,0.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_min-65170,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53633-soil_bulk_id-65170,soil depth min,http://linked.data.gov.au/def/tern-cv/376efe60-0550-42b4-b90b-110015806dc7,0.1,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_max-65170,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53633-soil_bulk_id-65170,soil depth max,http://linked.data.gov.au/def/tern-cv/263d7143-e88d-4105-83e7-00d75035a2b3,0.2,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-ring_weight-65170,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53633-soil_bulk_id-65170,soil ring weight,http://linked.data.gov.au/def/tern-cv/8afbe0ce-7f7c-4a2f-bdfe-e78fe8b2dd72,153.73,N/A,Gram,http://qudt.org/vocab/unit/GM
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-ring_volume-65170,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53633-soil_bulk_id-65170,soil ring volume,http://linked.data.gov.au/def/tern-cv/039f87e5-ffd9-4676-b126-c74844d2e095,209.35,N/A,cubic centimetre,http://qudt.org/vocab/unit/CentiM3
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_max-64808,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53531-soil_bulk_id-64808,soil depth max,http://linked.data.gov.au/def/tern-cv/263d7143-e88d-4105-83e7-00d75035a2b3,0.1,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_min-64808,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53531-soil_bulk_id-64808,soil depth min,http://linked.data.gov.au/def/tern-cv/376efe60-0550-42b4-b90b-110015806dc7,0.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_max-65014,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53568-soil_bulk_id-65014,soil depth max,http://linked.data.gov.au/def/tern-cv/263d7143-e88d-4105-83e7-00d75035a2b3,0.1,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_min-65014,http://linked.data.gov.au/dataset/ausplots/site_visit_id-53568-soil_bulk_id-65014,soil depth min,http://linked.data.gov.au/def/tern-cv/376efe60-0550-42b4-b90b-110015806dc7,0.0,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_max-66932,http://linked.data.gov.au/dataset/ausplots/site_visit_id-58562-soil_bulk_id-66932,soil depth max,http://linked.data.gov.au/def/tern-cv/263d7143-e88d-4105-83e7-00d75035a2b3,0.2,N/A,Metre,http://qudt.org/vocab/unit/M
http://linked.data.gov.au/dataset/ausplots/tern_soil_bulk_density-attr-soil_depth_min-66932,http://linked.data.gov.au/dataset/ausplots/site_visit_id-58562-soil_bulk_id-66932,soil depth min,http://linked.data.gov.au/def/tern-cv/376efe60-0550-42b4-b90b-110015806dc7,0.1,N/A,Metre,http://qudt.org/vocab/unit/M
