dataset,datasetId,project,projectId,siteName,siteId,siteVisitName,siteVisitId,siteVisitStartDate,siteVisitEndDate,description
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Robson Creek, ha 22",http://linked.data.gov.au/dataset/biomass/site-robson-creek-ha22,20121114,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-robson_creek__ha_22_20121114,2012-11-14T00:00:00Z,N/A,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Robson Creek, ha 23",http://linked.data.gov.au/dataset/biomass/site-robson-creek-ha23,20121030,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-robson_creek__ha_23_20121030,2012-10-30T00:00:00Z,N/A,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Robson Creek, ha 24",http://linked.data.gov.au/dataset/biomass/site-robson-creek-ha24,20120418,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-robson_creek__ha_24_20120418,2012-04-18T00:00:00Z,N/A,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Robson Creek, ha 25",http://linked.data.gov.au/dataset/biomass/site-robson-creek-ha25,20120621,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-robson_creek__ha_25_20120621,2012-06-21T00:00:00Z,N/A,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Robson Creek, ha 2",http://linked.data.gov.au/dataset/biomass/site-robson-creek-ha2,20100618,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-robson_creek__ha_2_20100618,2010-06-18T00:00:00Z,N/A,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Robson Creek, ha 3",http://linked.data.gov.au/dataset/biomass/site-robson-creek-ha3,20100720,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-robson_creek__ha_3_20100720,2010-07-20T00:00:00Z,N/A,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Robson Creek, ha 4",http://linked.data.gov.au/dataset/biomass/site-robson-creek-ha4,20101108,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-robson_creek__ha_4_20101108,2010-11-08T00:00:00Z,N/A,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Robson Creek, ha 5",http://linked.data.gov.au/dataset/biomass/site-robson-creek-ha5,20100709,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-robson_creek__ha_5_20100709,2010-07-09T00:00:00Z,N/A,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Robson Creek, ha 7",http://linked.data.gov.au/dataset/biomass/site-robson-creek-ha7,20101013,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-robson_creek__ha_7_20101013,2010-10-13T00:00:00Z,N/A,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Robson Creek, ha 8",http://linked.data.gov.au/dataset/biomass/site-robson-creek-ha8,20110516,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-robson_creek__ha_8_20110516,2011-05-16T00:00:00Z,N/A,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Robson Creek, ha 9",http://linked.data.gov.au/dataset/biomass/site-robson-creek-ha9,20110707,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-robson_creek__ha_9_20110707,2011-07-07T00:00:00Z,N/A,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Samford Peri-urban, core1ha",https://w3id.org/tern/resources/5febb758-e33e-43dd-985e-11802fd7ab42,20121109,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-samford_peri-urban__core1ha_20121109,2012-11-09T00:00:00Z,N/A,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Samford Peri-urban, core1ha",https://w3id.org/tern/resources/5febb758-e33e-43dd-985e-11802fd7ab42,20140401,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-samford_peri-urban__core1ha_20140401,2014-04-01T00:00:00Z,2014-04-04T00:00:00Z,
TERN Ecosystem Processes,http://linked.data.gov.au/dataset/tern-ecosystem-processes,N/A,N/A,"Samford Peri-urban, core1ha",https://w3id.org/tern/resources/5febb758-e33e-43dd-985e-11802fd7ab42,20150401,http://linked.data.gov.au/dataset/tern-ecosystem-processes/sv-samford_peri-urban__core1ha_20150401,2015-04-01T00:00:00Z,2015-04-04T00:00:00Z,
